,Brand,Model No,Tot Vol,Labelled energy consumption (kWh/year)
1292,Smeg,FAB38 Series,504,569
1293,Inalto,IBF112S,112,224
1294,Inalto,IBF112W,112,224
1295,Inalto,IBF112B,112,224
1296,Inalto,IBF112X,112,224
1297,Inalto,IBF112IV,112,224
1298,Inalto,IBF112SL,112,224
1299,Inalto,IBF112*,112,224
1300,Esatto,ECF142WE,142,224
1301,Esatto,ECF142SE,142,224
1302,Esatto,ECF142BE,142,224
1303,Esatto,ECF142SLE,142,224
1304,Esatto,ECF142IVE,142,224
1305,Esatto,ECF142*E,142,224
1306,Inalto,IIF241,266,432
1307,Inalto,IBM529X,529,486
1308,Inalto,IBM529B,529,486
1309,Inalto,IBM529W,529,486
1310,Inalto,IBM529S,529,486
1311,Inalto,IBM529*,529,486
1312,Inalto,IBM529WG,529,486
1313,Inalto,IBM529BG,529,486
1314,Esatto,EBF112SL,112,224
1315,Esatto,EBF112IV,112,224
1316,Esatto,EBF112X,112,224
1317,Esatto,EBF112B,112,224
1318,Esatto,EBF112W,112,224
1319,Esatto,EBF112S,112,224
1320,Esatto,EBF112 range,112,224
1321,HELLER,BFH126,126,255
1322,HELLER,BFH126B,126,255
1323,Haier,HRF328*2,328,190
1324,Haier,HRF328S2,328,190
1325,Haier,HRF328W2,328,190
1326,WESTINGHOUSE,WFM1700WE-X,173,275
1327,WESTINGHOUSE,WRM2400WE-X,243,240
1328,PANASONIC,NR-BX41CGKAU,368,315
1329,WESTINGHOUSE,WTB4600SC-L,461,337
1330,WESTINGHOUSE,WTB4600SC-R,461,337
1331,WESTINGHOUSE,WTB4600WC-L,461,337
1332,WESTINGHOUSE,WTB4600WC-R,461,337
1333,WESTINGHOUSE,WTB4604SC-L,461,337
1334,WESTINGHOUSE,WTB4604SC-R,461,337
1335,WESTINGHOUSE,WTB460***-*,461,337
1336,CHIQ,CSH4****,431,440
1337,CHIQ,CSH429SR,431,440
1338,CHIQ,CSH429SL,431,440
1339,CHIQ,CSH430BR,431,440
1340,CHIQ,CSH430BL,431,440
1341,CHIQ,CSH431WR,431,440
1342,CHIQ,CSH431WL,431,440
1343,FISHER & PAYKEL,RF522ADW6,519,412
1344,FISHER & PAYKEL,RF522ADW5,519,412
1345,FISHER & PAYKEL,RF522ADX6,519,412
1346,FISHER & PAYKEL,RF522A*,519,412
1347,FISHER & PAYKEL,RF522ADX5,519,412
1348,FISHER & PAYKEL,RF522ADUSX6,519,414
1349,FISHER & PAYKEL,RF522A*  Ice & Water,519,414
1350,FISHER & PAYKEL,RF522ADUSX5,519,414
1351,FISHER & PAYKEL,RF522ADUX5,519,414
1352,FISHER & PAYKEL,RF522ADUB5,519,414
1353,WINIA,WFGT-24SNHA,262,332
1354,WINIA,WFGT-24ENHA,262,332
1355,WINIA,WFGT-24WNHA,262,332
1356,WINIA,WFGT-24****,262,332
1357,Midea,HD-207FWEN,207,335
1358,Midea,HD-268FWEN,268,430
1359,Kogan,KAM239TMWFB,239,410
1360,Kogan,KAM239TMWFC,239,410
1361,Kogan,KAM239TMWF*,239,410
1362,Kogan,KAM372TMWFB,372,445
1363,Kogan,KAM372TMWFC,372,445
1364,Kogan,KAM372TMWF*,372,445
1365,CHIQ,CTM1****,119,332
1366,CHIQ,CTM120WN,119,332
1367,CHIQ,CTM119BN,119,332
1368,CHIQ,CTM120W,119,332
1369,CHIQ,CTM119B,119,332
1370,CHIQ,CTM118R,119,332
1371,CHIQ,CTM117O,119,332
1372,WINIA,WFGT-40EPG,423,417
1373,WESTINGHOUSE,WTB5400SC-L,536,366
1374,WESTINGHOUSE,WTB5400SC-R,536,366
1375,WESTINGHOUSE,WTB5400WC-L,536,366
1376,WESTINGHOUSE,WTB5400WC-R,536,366
1377,WESTINGHOUSE,WTB5404SC-L,536,366
1378,WESTINGHOUSE,WTB5404SC-R,536,366
1379,WESTINGHOUSE,WTB540***-*,536,366
1380,CHIQ,CSH4****,431,195
1381,CHIQ,CSH429SR,431,195
1382,CHIQ,CSH429SL,431,195
1383,CHIQ,CSH430BR,431,195
1384,CHIQ,CSH430BL,431,195
1385,CHIQ,CSH431WR,431,195
1386,CHIQ,CSH431WL,431,195
1387,WINIA,WFNT-12WNH,125,202
1388,WESTINGHOUSE,WFB4204SC-L,425,380
1389,WESTINGHOUSE,WFB4204SC-R,425,380
1390,WESTINGHOUSE,WFB4204WC-L,425,380
1391,WESTINGHOUSE,WFB4204WC-R,425,380
1392,WESTINGHOUSE,WFB420***-*,425,380
1393,MITSUBISHI ELECTRIC,MR-CX402EJ-OB-A2,402,348
1394,MITSUBISHI ELECTRIC,MR-CX402EJ-BST-A2,402,348
1395,MITSUBISHI ELECTRIC,MR-CX402EJ-ST-A2,402,348
1396,MITSUBISHI ELECTRIC,MR-CX402EJ-W-A2,402,348
1397,MITSUBISHI ELECTRIC,MR-CX402EJ-R-A2,402,348
1398,MITSUBISHI ELECTRIC,MR-CX402EJ series,402,348
1399,PANASONIC,NR-BX41CQKAU,368,315
1400,PANASONIC,NR-BX41C Series,368,315
1401,PANASONIC,NR-BX41CQPAU,368,315
1402,Euromaid,ETM311W,311,317
1403,Euromaid,ETM362W,362,383
1404,Euromaid,ETM362S,362,383
1405,Euromaid,ETM362*,362,383
1406,Euromaid,ESBS563S,563,576
1407,Euromaid,ECFR145W,142.6,257
1408,WESTINGHOUSE,WHE5204BC,524,419
1409,WESTINGHOUSE,WHE5204SC,524,419
1410,WESTINGHOUSE,WHE5204WC,524,419
1411,Electrolux,EBE5367BC-R,529,323
1412,Electrolux,EBE5367SC-R,529,323
1413,KELVINATOR,KBM5302BC-R,529,421
1414,KELVINATOR,KTM5402WC-R,537,418
1415,KELVINATOR,KTM5402AC-R,537,418
1416,KELVINATOR,KTM5402**-*,537,418
1417,WESTINGHOUSE,WBE4500BC-R,453,298
1418,WESTINGHOUSE,WBE4500BC-L,453,298
1419,WESTINGHOUSE,WBE4500SC-R,453,298
1420,WESTINGHOUSE,WBE4500SC-L,453,298
1421,WESTINGHOUSE,WBE4500WC-R,453,298
1422,WESTINGHOUSE,WBE4500WC-L,453,298
1423,WESTINGHOUSE,WBE4504BC-R,453,298
1424,WESTINGHOUSE,WBE4504BC-L,453,298
1425,WESTINGHOUSE,WBE4504SC-R,453,298
1426,WESTINGHOUSE,WBE4504SC-L,453,298
1427,WESTINGHOUSE,WBE450***-*,453,298
1428,Euromaid,ECFR316W,316,423
1429,Euromaid,ECFR200W,200,300
1430,STIRLING,STR-H158B,158,188
1431,STIRLING,STR-H158W,158,188
1432,STIRLING,STR-H158S,158,188
1433,STIRLING,STR-H158*,158,188
1434,WHIRLPOOL,WRI24F**,241.53,345
1435,WHIRLPOOL,WRI24FWH,241.53,345
1436,WHIRLPOOL,WRI24FSS,241.53,345
1437,FISHER & PAYKEL,"RF610A Series, Ice & Water",614,453
1438,FISHER & PAYKEL,RF610AZUB5,614,453
1439,FISHER & PAYKEL,RF610ANUB5,614,453
1440,FISHER & PAYKEL,RF610ANUX5,614,453
1441,FISHER & PAYKEL,RF610ADUSX6,614,453
1442,FISHER & PAYKEL,RF610ADUSX5,614,453
1443,FISHER & PAYKEL,RF610ADUB5,614,453
1444,FISHER & PAYKEL,RF610ADUX5,614,453
1445,yokohama,YOKB150LW,146,314
1446,KELVINATOR,KBM5302**-*,529,421
1447,LG,GU-B199PL,199,200
1448,WESTINGHOUSE,WQE6870SA,680,560
1449,WESTINGHOUSE,WQE6870BA,680,560
1450,FISHER & PAYKEL,*521T*,517,461
1451,FISHER & PAYKEL,RF521TLPX6,517,461
1452,FISHER & PAYKEL,RF521TRPX6,517,461
1453,FISHER & PAYKEL,E521TLX5,517,461
1454,FISHER & PAYKEL,E521TRX5,517,461
1455,FISHER & PAYKEL,RF521TLPW6,517,461
1456,FISHER & PAYKEL,RF521TRPW6,517,461
1457,FISHER & PAYKEL,RF521TRZW6,517,461
1458,FISHER & PAYKEL,RF521TLZW6,517,461
1459,FISHER & PAYKEL,RF521TRZX6,517,461
1460,FISHER & PAYKEL,RF521TLZX6,517,461
1461,yokohama,YOKB200LW,198,357
1462,yokohama,YOKF268W,268,340
1463,yokohama,YOKF268S,268,340
1464,yokohama,YOKOHAMA,268,340
1465,FISHER & PAYKEL,RF522W*,519,409
1466,FISHER & PAYKEL,RF522WDLX5,519,409
1467,FISHER & PAYKEL,RF522WDRX5,519,409
1468,FISHER & PAYKEL,RF522WLDX6,519,409
1469,FISHER & PAYKEL,RF522WRDX6,519,409
1470,WESTINGHOUSE,WTB2300AH-X,230,275
1471,WESTINGHOUSE,WTB2300WH-X,230,275
1472,WESTINGHOUSE,WTB2500AH-X,245,282
1473,WESTINGHOUSE,WTB2500WH-X,245,282
1474,WESTINGHOUSE,WTB2800AH-X,275,294
1475,WESTINGHOUSE,WTB2800WH-X,275,294
1476,WESTINGHOUSE,WTB3400AH-X,339,328
1477,WESTINGHOUSE,WTB3400WH-X,339,328
1478,WESTINGHOUSE,WTB3700AH-X,369,340
1479,WESTINGHOUSE,WTB3700WH-X,369,340
1480,WESTINGHOUSE,WBB3400AH-X,339,331
1481,WESTINGHOUSE,WBB3400WH-X,339,331
1482,WESTINGHOUSE,WBB3700AH-X,369,344
1483,WESTINGHOUSE,WBB3700WH-X,369,344
1484,KELVINATOR,KTB2302WB-R,230,407
1485,KELVINATOR,KTB2502WB-R,245,414
1486,Husky,HUS-266INBM,266,432
1487,KELVINATOR,KTB2802WB-R,275,425
1488,MIDEA,352468,468,391
1489,MIDEA,352529,529,486
1490,Husky,HUS-545FDIX,545,548
1491,Husky,HUS-545FDBIX,545,548
1492,Husky,HUS-545XXXX,545,548
1493,Husky,HUS-529BMWH,529,486
1494,Husky,HUS-529BMIX,529,486
1495,Husky,HUS-529XXXX,529,486
1496,MIELE,KFN 14827 SDE ed/cs,321,358
1497,MIELE,KFN 14827 SDE ed,321,358
1498,MIELE,KFN 14827,321,358
1499,FISHER & PAYKEL,*522B*D*,519,412
1500,FISHER & PAYKEL,RF522BRDW6,519,412
1501,FISHER & PAYKEL,E522BRWFD5,519,412
1502,FISHER & PAYKEL,RF522BLDX6,519,412
1503,FISHER & PAYKEL,RF522BRDX6,519,412
1504,FISHER & PAYKEL,E522BLXFD5,519,412
1505,FISHER & PAYKEL,E522BRXFD5,519,412
1506,FISHER & PAYKEL,RF522BRDB5,519,412
1507,FISHER & PAYKEL,*522B*D* Ice & Water,519,414
1508,FISHER & PAYKEL,RF522BLDUX6,519,414
1509,FISHER & PAYKEL,RF522BRDUX6,519,414
1510,FISHER & PAYKEL,E522BLXFDU5,519,414
1511,FISHER & PAYKEL,E522BRXFDU5,519,414
1512,FISHER & PAYKEL,RF522BRDUB5,519,414
1513,MIELE,K 12820 SD edt/cs,405,279
1514,MIELE,K 12820 SD edt,405,279
1515,MIELE,K 12820 SD,405,279
1516,MIELE,K 12820,405,279
1517,MIELE,K 14827 SD ed/cs,403,252
1518,MIELE,K 14827 SD ed,403,252
1519,MIELE,K 14827,403,252
1520,MIELE,KFN 12823 SD edt/cs-1,339,414
1521,MIELE,KFN 12823 SD edt,339,414
1522,MIELE,KFN 12823 SD,339,414
1523,MIELE,KFN 12823,339,414
1524,WESTINGHOUSE,WTB2800*H-X,275,294
1525,WESTINGHOUSE,WBB3700*H-X,369,344
1526,KOGAN,KAMSBSF573A,573,576
1527,KOGAN,KAMSBSF573B,573,576
1528,KOGAN,KAMSBSF573C,573,576
1529,WESTINGHOUSE,WQE6870*A,680,560
1530,WHIRLPOOL,WQ70905TXX,656,630
1531,WESTINGHOUSE,WTB2500*H-X,245,282
1532,WESTINGHOUSE,WTB3400*H-X,339,328
1533,WESTINGHOUSE,WTB3700*H-X,369,340
1534,Husky,HUS-142CHE,142,224
1535,WESTINGHOUSE,WBB3400*H-X,339,331
1536,WESTINGHOUSE,WTB2300*H-X,230,275
1537,Husky,HUS-92BFWH,92,209
1538,Husky,HUS-268VFWH,268,340
1539,Husky,HUS-268VFWH,268,149
1540,STIRLING,STR-HVBF,126.3,166
1541,STIRLING,VBF-GLVC,122,292
1542,WESTINGHOUSE,WHE5204**,524,419
1543,WESTINGHOUSE,WBE5300BC-L,529,324
1544,WESTINGHOUSE,WBE5300BC-R,529,324
1545,WESTINGHOUSE,WBE5300SC-L,529,324
1546,WESTINGHOUSE,WBE5300SC-R,529,324
1547,WESTINGHOUSE,WBE5300WC-L,529,324
1548,WESTINGHOUSE,WBE5300WC-R,529,324
1549,WESTINGHOUSE,WBE5304BC-L,529,324
1550,WESTINGHOUSE,WBE5304BC-R,529,324
1551,WESTINGHOUSE,WBE5304SC-L,529,324
1552,WESTINGHOUSE,WBE5304SC-R,529,324
1553,WESTINGHOUSE,WBE530*C-*,529,324
1554,WESTINGHOUSE,WBE5304WC-L,529,324
1555,WESTINGHOUSE,WBE5304WC-R,529,324
1556,WESTINGHOUSE,WBE5304WC-*,529,324
1557,KELVINATOR,KTM4602AC-R,462,385
1558,KELVINATOR,KTM4602WC-R,462,385
1559,KELVINATOR,KTM4602*C-R,462,385
1560,Electrolux,EBE5367**-*,529,323
1561,WESTINGHOUSE,WRB5004BC-L,501,231
1562,WESTINGHOUSE,WRB5004BC-R,501,231
1563,WESTINGHOUSE,WRB5004SC-L,501,231
1564,WESTINGHOUSE,WRB5004SC-R,501,231
1565,WESTINGHOUSE,WRB5004WC-L,501,231
1566,WESTINGHOUSE,WRB5004WC-R,501,231
1567,WESTINGHOUSE,WRB5004*C-*,501,231
1568,Electrolux,EBE4507BC-L,453,297
1569,Electrolux,EBE4507BC-R,453,297
1570,Electrolux,EBE4507SC-L,453,297
1571,Electrolux,EBE4507SC-R,453,297
1572,Electrolux,EBE4507*C-*,453,297
1573,AKAI,AK-200-CF,200,300
1574,FISHER & PAYKEL,RF522W*   Ice & Water,519,414
1575,FISHER & PAYKEL,RF522WDLUX5,519,414
1576,FISHER & PAYKEL,RF522WDRUX5,519,414
1577,FISHER & PAYKEL,RF522WRDUX6,519,414
1578,FISHER & PAYKEL,RF522WLDUX6,519,414
1579,FISHER & PAYKEL,RF522WDRUB5,519,414
1580,MIELE,FN 14827 S ed/cs,304,310
1581,MIELE,FN 14827 S ed,304,310
1582,MIELE,FN 14827,304,310
1583,Midea,HD-239FWEN,239,410
1584,Electrolux,ERE5047BC-R,501,259
1585,Electrolux,ERE5047SC-R,501,259
1586,Electrolux,ERE5047WC-R,501,259
1587,Electrolux,ERE5047*C-R,501,259
1588,Electrolux,EFE4227BC-L,425,431
1589,Electrolux,EFE4227SC-L,425,431
1590,Electrolux,EFE4227WC-L,425,431
1591,Electrolux,EFE4227*C-L,425,431
1592,Haier,HBM450WH1,450,335
1593,Haier,HBM450SA1,450,335
1594,Haier,HBM450HSA1,450,335
1595,Haier,HBM450***1,450,335
1596,MITSUBISHI ELECTRIC,MR-FC263EP-W-A,263,291
1597,Electrolux,EHE5267BC,524,368
1598,Electrolux,EHE5267SC,524,368
1599,Electrolux,EHE5267*C,524,368
1600,KELVINATOR,KBM4502AC-R,454,388
1601,KELVINATOR,KBM4502BC-R,454,388
1602,KELVINATOR,KBM4502WC-R,454,388
1603,KELVINATOR,KBM4502*C-R,454,388
1604,Midea,HD-463FWEN,372,445
1605,Electrolux,EBE5307BC-L,529,323
1606,Electrolux,EBE5307BC-R,529,323
1607,Electrolux,EBE5307SC-L,529,323
1608,Electrolux,EBE5307SC-R,529,323
1609,Electrolux,EBE5307*C-*,529,323
1610,WESTINGHOUSE,WHE5264BC,524,419
1611,WESTINGHOUSE,WHE5264SC,524,419
1612,WESTINGHOUSE,WHE5264WC,524,419
1613,WESTINGHOUSE,WHE5264*C,524,419
1614,WESTINGHOUSE,WBE4502BC-L,453,387
1615,WESTINGHOUSE,WBE4502BC-R,453,387
1616,WESTINGHOUSE,WBE4502SC-L,453,387
1617,WESTINGHOUSE,WBE4502SC-R,453,387
1618,WESTINGHOUSE,WBE4502WC-L,453,387
1619,WESTINGHOUSE,WBE4502WC-R,453,387
1620,WESTINGHOUSE,WQE6000BB,600,440
1621,WESTINGHOUSE,WQE6000SB,600,440
1622,WESTINGHOUSE,WQE6060BB,600,440
1623,WESTINGHOUSE,WQE6060SB,600,440
1624,WESTINGHOUSE,WHE6000BB,605,440
1625,WESTINGHOUSE,WHE6000SB,605,440
1626,WESTINGHOUSE,WHE6060BB,605,440
1627,WESTINGHOUSE,WHE6060SB,605,440
1628,WESTINGHOUSE,WHE6060*B,605,440
1629,WESTINGHOUSE,WHE6000*B,605,440
1630,WESTINGHOUSE,WBE4502*C-*,453,387
1631,WESTINGHOUSE,WQE6000*B,600,440
1632,TECO,TCF145WMHH,145,321
1633,MITSUBISHI ELECTRIC,MR-FC263EP-SSL-A,263,291
1634,TECO,TCF200WMHH,200,366
1635,AKAI,AK-339-UF,339,301
1636,AKAI,AK-245-UF,245,369
1637,KOGAN,KAM362CHWZA,362,300
1638,KOGAN,KAM362CHWZB,362,300
1639,KOGAN,KAM362CHWZC,362,300
1640,KOGAN,KAMSBSF573*,573,576
1641,AKAI,AK-473-FF,473,462
1642,AKAI,AK-H470FF,473,462
1643,AKAI,AK-****,473,462
1644,AKAI,AK-269-TM,269,330
1645,KOGAN,KAM362CHWZ*,362,300
1646,Sub-Zero,ICBIW-30R-LH,417,226
1647,Sub-Zero,ICBIW-30R-RH,417,226
1648,Sub-Zero,ICBIW-30R Series,417,226
1649,HISENSE,HRBM321,292,336
1650,HISENSE,HRBM321S,292,336
1651,BEKO,D74510N,510,405
1652,BEKO,DN151130X,510,405
1653,BEKO,DN151130W,510,405
1654,BEKO,BTM510W,510,405
1655,BEKO,BTM510X,510,405
1656,DAEWOO,FF-311VPA,245,369
1657,WESTINGHOUSE,WRB3504*,353,237
1658,WESTINGHOUSE,WRB3504S,353,237
1659,WESTINGHOUSE,WRB3504W,353,237
1660,WESTINGHOUSE,WFB2804*,280,352
1661,WESTINGHOUSE,WFB2804S,280,352
1662,WESTINGHOUSE,WFB2804W,280,352
1663,Sub-Zero,ICBIT-36CIID-RH,540,444
1664,Sub-Zero,ICBIT-36CIID-LH,540,444
1665,Sub-Zero,ICBIT-36CIID Series,540,444
1666,Sheffield,PLA1339,197,320
1667,MIDEA,353573,573,576
1668,MIDEA,353547,545,548
1669,MIDEA,353588,584,590
1670,Sub-Zero,ICBIC-24C-RH,315,282
1671,Sub-Zero,ICBIC-24C-LH,315,282
1672,Sub-Zero,ICBIC-24C Series,315,282
1673,Sub-Zero,ICBIC-36RID-LH,600,202
1674,Sub-Zero,ICBIC-36RID-RH,600,202
1675,Sub-Zero,ICBIC-36RID Series,600,202
1676,Sub-Zero,ICBID-24RO,114,85
1677,Sub-Zero,ICBBI-36S/S/TH,576,467
1678,Sub-Zero,ICBBI-36S/S/PH,576,467
1679,Sub-Zero,ICBBI-36S Series,576,467
1680,EUROMAID,ETM512BKS,512,464
1681,Euromaid,ETM269BKS,269,330
1682,Euromaid,ETM269S,269,330
1683,Euromaid,ETM269W,269,330
1684,Sub-Zero,ICBBI-36UFDID/S/TH,556,483
1685,Sub-Zero,ICBBI-36UFDID/S/PH,556,483
1686,Sub-Zero,ICBBI-36UFDID Series,556,483
1687,Sub-Zero,ICBBI-42UFDID/S/TH,693,595
1688,Sub-Zero,ICBBI-42UFDID/S/PH,693,595
1689,Sub-Zero,ICBBI-42UFDID Series,693,595
1690,Prinetti,IA4016,492,595
1691,Euromaid,ETM269*,269,330
1692,WHIRLPOOL,WRI36F**,352.9,375
1693,WHIRLPOOL,WRI36FWH,352.9,375
1694,WHIRLPOOL,WRI36FSS,352.9,375
1695,LG,GF-L570*NL,570,580
1696,LG,GF-L570PNL,570,580
1697,LG,GF-L570MBNL,570,580
1698,SAMSUNG ELECTRONICS,SRS620MDMB,621,550
1699,Haier,HCF101*,101,185
1700,Haier,HCF101W,101,185
1701,Haier,HCF101,101,185
1702,Haier,HCF201*,201,249
1703,Haier,HCF201W,201,249
1704,Haier,HCF201,201,249
1705,Haier,HCF143*,143,220
1706,Haier,HCF143,143,220
1707,Haier,HCF143W,143,220
1708,Brabantia,BM11W,206,370
1709,WHIRLPOOL,WRI29F**,285.3,328
1710,WHIRLPOOL,WRI29FWH,285.3,328
1711,WHIRLPOOL,WRI29FSS,285.3,328
1712,WESTINGHOUSE,WQE6060*B,600,440
1713,Dellcool,CFD1-50De/S(G),48,90
1714,Dellcool,CFD1-50De/S,48,90
1715,Kogan,KAM400TMWFA,400,359
1716,Kogan,KAM400TMWFB,400,359
1717,Kogan,KAM400TMWFC,400,359
1718,Fhiaba,KS7490TST6IA,475,507
1719,Fhiaba,KS7490TST3IA,475,507
1720,Fhiaba,S7490TST3IA,475,507
1721,Fhiaba,S7490TST6IA,475,507
1722,Fhiaba,S7490TGT6IA,475,507
1723,Fhiaba,S7490TGT3IA,475,507
1724,Fhiaba,KS7490TGT3IA,475,507
1725,Fhiaba,KS7490TGT6IA,475,507
1726,Fhiaba,BI7490TST6IA,475,507
1727,Fhiaba,BI7490TST3IA,475,507
1728,Fhiaba,BKI7490TST6IA,475,507
1729,Fhiaba,BKI7490TST3IA,475,507
1730,Fhiaba,S7490TST6A,475,507
1731,Fhiaba,S7490TST3A,475,507
1732,Fhiaba,KS7490TST3A,475,507
1733,Fhiaba,BKI7490TST3A,475,507
1734,Fhiaba,BKI7490TST6A,475,507
1735,Fhiaba,BI7490TST3A,475,507
1736,Fhiaba,BI7490TST6A,475,507
1737,Fhiaba,KS7490TGT6A,475,507
1738,Fhiaba,KS7490TGT3A,475,507
1739,Fhiaba,S7490TGT3A,475,507
1740,Fhiaba,S7490TGT6A,475,507
1741,Fhiaba,KS7490TST6A,475,507
1742,Fhiaba,AS7490TST3IA,459,436
1743,Fhiaba,AS7490TST6IA,459,436
1744,Fhiaba,MS7490TST3IA,459,436
1745,Fhiaba,MS7490TST6IA,459,436
1746,Fhiaba,XS7490TST3IA,459,436
1747,Fhiaba,XS7490TST6IA,459,436
1748,Fhiaba,MS7490TGT3IA,459,436
1749,Fhiaba,MS7490TGT6IA,459,436
1750,Fhiaba,XS7490TGT3IA,459,436
1751,Fhiaba,XS7490TGT6IA,459,436
1752,Fhiaba,*S7490T*T*IA,459,436
1753,Fhiaba,XS7490TGT6A,459,436
1754,Fhiaba,XS7490TGT3A,459,436
1755,Fhiaba,MS7490TGT6A,459,436
1756,Fhiaba,MS7490TGT3A,459,436
1757,Fhiaba,XS7490TST6A,459,436
1758,Fhiaba,XS7490TST3A,459,436
1759,Fhiaba,MS7490TST6A,459,436
1760,Fhiaba,MS7490TST3A,459,436
1761,Fhiaba,AS7490TST6A,459,436
1762,Fhiaba,AS7490TST3A,459,436
1763,Fhiaba,*S7490T*T*A,459,436
1764,Fhiaba,AS8990TST3IA,579,530
1765,Fhiaba,AS8990TST6IA,579,530
1766,Fhiaba,MS8990TST3IA,579,530
1767,Fhiaba,MS8990TST6IA,579,530
1768,Fhiaba,XS8990TST3IA,579,530
1769,Fhiaba,XS8990TST6IA,579,530
1770,Fhiaba,XS8990TGT3IA,579,530
1771,Fhiaba,XS8990TGT6IA,579,530
1772,Fhiaba,MS8990TGT3IA,579,530
1773,Fhiaba,MS8990TGT6IA,579,530
1774,Fhiaba,*S8990T*T*IA,579,530
1775,MIELE,K 14820 SD ed/cs,405,279
1776,MIELE,K 14820 SD ed,405,279
1777,MIELE,K 14820,405,279
1778,MIELE,FN 12827 S,304,310
1779,MIELE,FN 12827 S edt/cs,304,310
1780,MIELE,FN 12827 S edt,304,310
1781,MIELE,FN 12827,304,310
1782,Fhiaba,S7490FR3A,511,354
1783,Fhiaba,S7490FR6A,511,354
1784,Fhiaba,KS7490FR3A,511,354
1785,Fhiaba,KS7490FR6A,511,354
1786,BEKO,K74505N,505,363
1787,BEKO,CN151140DZX,505,363
1788,BEKO,CN151140ZX,505,363
1789,BEKO,CN151140ZW,505,363
1790,BEKO,BBM505X,505,363
1791,TCL,P491TMS,420,332
1792,AKAI,AK-82LF,82,180
1793,Sub-Zero,ICBBI-36R/O-LH,644,212
1794,Sub-Zero,ICBBI-36R/O-RH,644,212
1795,Sub-Zero,ICBBI-36R Series,644,212
1796,Sub-Zero,ICBBI-36R/S/TH-RH,644,212
1797,Sub-Zero,ICBBI-36R/S/TH-LH,644,212
1798,Sub-Zero,ICBBI-36R/S/PH-RH,644,212
1799,Sub-Zero,ICBBI-36R/S/PH-LH,644,212
1800,Sub-Zero,ICBBI-48SID/O,799,537
1801,Sub-Zero,ICBBI-48SID/S/TH,799,537
1802,Sub-Zero,ICBBI-48SID Series,799,537
1803,Sub-Zero,ICBBI-48SID/S/PH,799,537
1804,Sub-Zero,ICBBI-48S/O,800,489
1805,Sub-Zero,ICBBI-48S/S/TH,800,489
1806,Sub-Zero,ICBBI-48S/S/PH,800,489
1807,Sub-Zero,ICBBI-48S Series,800,489
1808,Sub-Zero,ICBBI-42S/O,670,505
1809,Sub-Zero,ICBBI-42S/S/TH,670,505
1810,Sub-Zero,ICBBI-42S/S/PH,670,505
1811,Sub-Zero,ICBBI-42S Series,670,505
1812,Sub-Zero,ICBBI-36F/O-RH,620,409
1813,Sub-Zero,ICBBI-36F/O-LH,620,409
1814,Sub-Zero,ICBBI-36F/S/TH-LH,620,409
1815,Sub-Zero,ICBBI-36F/S/TH-RH,620,409
1816,Sub-Zero,ICBBI-36F/S/PH-LH,620,409
1817,Sub-Zero,ICBBI-36F/S/PH-RH,620,409
1818,Sub-Zero,ICBBI-36F Series,620,409
1819,Kogan,KAM529BMWF*,529,440
1820,Kogan,KAM529BMWFA,529,440
1821,Kogan,KAM529BMWFB,529,440
1822,Kogan,KAM529BMWFC,529,440
1823,Kogan,KAM529BMWFD,529,440
1824,Kogan,KAM529BMWFE,529,440
1825,TCL,F95SDW,93.4,249
1826,HISENSE,HRAF242,242,175
1827,HISENSE,HR6CF200,200,225
1828,Living & Co,HS-384CN,295,311
1829,Living & Co,HS-65,46,221
1830,CHIQ,CCF141BP,142,256
1831,Devanti,BF-C-89L-2D-BK,89,299
1832,Devanti,BF-C-122L-BK,122,230
1833,Kogan,KAM400TMWF*,400,359
1834,Brabantia,BM12SS,311,317
1835,Brabantia,BM6W,95,249
1836,SAMSUNG ELECTRONICS,SR471LSTC,443,314
1837,HISENSE,HRVF170,155,228
1838,Living & Co,HD-333FWEN,268,430
1839,Living & Co,HC-689WE(N),584,590
1840,Mykin,MCF99W,99,209
1841,Fhiaba,7490T series,475,507
1842,Palsonic,PW95SBF,95,218
1843,Living & Co,HS-185CN,146,314
1844,Living & Co,HS-160RN(W),129,205
1845,GAGGENAU,RY492505,552,451
1846,Haier,HRF220TW3-LH,198,240
1847,Haier,HRF220TS3-LH,198,240
1848,Haier,HRF220T Series,198,240
1849,anko,BC-125BLH(E),125,230
1850,LIEBHERR,*CBN* 6256,585,517
1851,LIEBHERR,ECBN 6256,585,517
1852,LIEBHERR,CBNes 6256,585,517
1853,LIEBHERR,SKB*s 421*,403,252
1854,LIEBHERR,SKBbs 4210,403,252
1855,LIEBHERR,SKBes 4211,403,252
1856,LIEBHERR,SKBes 4210,403,252
1857,Haier,HRF360TS3,334,319
1858,Haier,HRF360TW3,334,319
1859,Euromaid,EFD474S,474,420
1860,Makita,DCW180,20,80
1861,Fhiaba,7490FR series,511,354
1862,Haier,HRF360T Series,334,319
1863,WHIRLPOOL,WB3560EUXX,313,220
1864,WHIRLPOOL,WB3560EUBL,313,220
1865,Haier,HRF454TW3,415,329
1866,Haier,HRF454TS3,415,329
1867,Harbour,HBRBC93B,93,100
1868,Harbour,HBRBC93W,93,100
1869,Harbour,HBRBC93S,93,100
1870,Harbour,HBRBC93*,93,100
1871,Haier,HRF454T Series,415,329
1872,CHIQ,CCF142W,142,256
1873,CHIQ,CCF14***,142,256
